Event ID,Year,Event Description,Category,Era
319,1906,"The U.S. Pure Food and Drug Act is passed, creating the Food and Drug Administration (FDA).",History,Modern Era
320,1906,The launch of the British battleship HMS Dreadnought sparks a naval arms race.,Politics/War,Modern Era
321,1907,Oklahoma is admitted as the 46th U.S. state.,Politics/War,Modern Era
322,1907,"The first electric washing machine, the ""Thor,"" is introduced.",Science/Tech,Modern Era
323,1907,The first taxicabs with meters begin operating in London.,History,Modern Era
324,1908,"The Ford Model T, the first affordable automobile, enters the market.",Science/Tech,Modern Era
325,1908,The Federal Bureau of Investigation (FBI) is established in the United States.,Politics/War,Modern Era
326,1909,Robert Peary's expedition claims to be the first to reach the North Pole.,History,Modern Era
327,1909,The National Association for the Advancement of Colored People (NAACP) is founded.,History,Modern Era
328,1909,"Leo Baekeland announces the invention of Bakelite, the first synthetic plastic.",Science/Tech,Modern Era
329,1910,The Boy Scouts of America is founded.,History,Modern Era
330,1910,Halley's Comet makes its closest approach to Earth in its 75-year orbit.,History,Modern Era
331,1910,"The first public radio broadcast is made, a live performance of the opera ""Cavalleria Rusticana"".",Culture,Modern Era
332,1911,Roald Amundsen's Norwegian expedition is the first to reach the South Pole.,History,Modern Era
333,1911,The U.S. Supreme Court orders the dissolution of the Standard Oil trust.,History,Modern Era
334,1911,Hiram Bingham rediscovers the ancient Incan city of Machu Picchu in Peru.,History,Modern Era
335,1911,"Irving Berlin's ""Alexander's Ragtime Band"" popularizes ragtime music.",Culture,Modern Era
336,1912,The British passenger liner RMS Titanic sinks in the North Atlantic after hitting an iceberg.,Culture,Modern Era
337,1912,"The Republic of China is established, ending millennia of imperial rule.",Politics/War,Modern Era
338,1912,Alfred Wegener first proposes his theory of continental drift.,Science/Tech,Modern Era
339,1912,"Arizona becomes the 48th state, completing the contiguous United States.",Politics/War,Modern Era
340,1913,The Armory Show in New York City introduces modern art to the American public.,Culture,Modern Era
341,1913,The Ford Motor Company introduces the first moving assembly line for mass production.,Science/Tech,Modern Era
342,1913,The U.S. Federal Reserve System is created to act as the nation's central bank.,History,Modern Era
343,1913,Niels Bohr presents his quantum model of the atom.,Science/Tech,Modern Era
344,1914,World War I begins after the assassination of Archduke Franz Ferdinand of Austria.,Politics/War,Modern Era
345,1914,"The Panama Canal opens, connecting the Atlantic and Pacific Oceans.",Science/Tech,Modern Era
346,1914,"Charlie Chaplin debuts his iconic ""Little Tramp"" character in film.",Culture,Modern Era
347,1915,Albert Einstein publishes his general theory of relativity.,Science/Tech,Modern Era
348,1915,"A German U-boat sinks the British passenger liner RMS Lusitania, killing 1,198 people.",Politics/War,Modern Era
349,1915,The first transcontinental telephone call is made in the United States.,Science/Tech,Modern Era
350,1916,"The Battle of the Somme, one of the bloodiest battles in history, is fought during WWI.",Politics/War,Modern Era
351,1916,Jeanette Rankin of Montana becomes the first woman elected to the U.S. Congress.,Politics/War,Modern Era
352,1916,"The first self-service grocery store, Piggly Wiggly, opens in Memphis, Tennessee.",History,Modern Era
353,1917,The United States declares war on Germany and officially enters World War I.,Politics/War,Modern Era
354,1917,The Bolshevik Revolution led by Vladimir Lenin establishes a communist government in Russia.,Politics/War,Modern Era
355,1918,"The Spanish Flu pandemic begins, ultimately killing an estimated 50 million people worldwide.",History,Modern Era
356,1918,World War I ends with the signing of the Armistice on November 11.,Politics/War,Modern Era
357,1919,"The Treaty of Versailles is signed, formally ending World War I and imposing heavy penalties on Germany.",Politics/War,Modern Era
358,1919,"The 18th Amendment to the U.S. Constitution is ratified, establishing Prohibition.",History,Modern Era
359,1919,Ernest Rutherford discovers the proton.,Science/Tech,Modern Era
360,1920,"The 19th Amendment to the U.S. Constitution is ratified, granting women the right to vote.",History,Modern Era
361,1920,"The first commercial radio station, KDKA in Pittsburgh, begins broadcasting.",Culture,Modern Era
362,1920,The League of Nations is officially established to promote international cooperation.,Politics/War,Modern Era
363,1920,The National Football League (NFL) is formed in the United States.,Culture,Modern Era
364,1921,Bessie Coleman becomes the first African-American woman to earn a pilot's license.,History,Modern Era
365,1921,The lie detector (polygraph) is invented by John Augustus Larson.,Science/Tech,Modern Era
366,1921,The Irish Free State is established after a war for independence from Britain.,Politics/War,Modern Era
367,1922,Howard Carter discovers the nearly intact tomb of the pharaoh Tutankhamun in Egypt.,History,Modern Era
368,1922,The Union of Soviet Socialist Republics (USSR) is formally established.,Politics/War,Modern Era
369,1922,"James Joyce's influential modernist novel ""Ulysses"" is published in Paris.",Culture,Modern Era
370,1922,Insulin is first used to treat diabetes in a human patient.,Science/Tech,Modern Era
371,1923,"The Charleston dance, originating from the Broadway show ""Runnin' Wild,"" becomes a national craze.",Culture,Modern Era
372,1923,Time Magazine publishes its first issue.,Culture,Modern Era
373,1923,The Teapot Dome scandal rocks the Harding administration in the United States.,Politics/War,Modern Era
374,1923,"Yankee Stadium, ""The House That Ruth Built,"" opens in New York City.",Culture,Modern Era
375,1924,"The first Winter Olympic Games are held in Chamonix, France.",Culture,Modern Era
376,1924,"J. Edgar Hoover is appointed director of the Bureau of Investigation, the forerunner of the FBI.",Politics/War,Modern Era
377,1925,"The Scopes ""Monkey"" Trial in Tennessee puts the teaching of evolution on trial.",History,Modern Era
378,1925,"F. Scott Fitzgerald's novel ""The Great Gatsby"" is published.",Culture,Modern Era
379,1925,The first successful television transmission is achieved by John Logie Baird.,Science/Tech,Modern Era
380,1926,Robert Goddard launches the world's first successful liquid-fueled rocket.,Science/Tech,Modern Era
381,1926,"U.S. Route 66, the ""Mother Road,"" is established, connecting Chicago to Los Angeles.",History,Modern Era
382,1926,"A. A. Milne's book ""Winnie-the-Pooh"" is published.",Culture,Modern Era
383,1926,The National Broadcasting Company (NBC) is founded as the first major broadcast network in the U.S.,Culture,Modern Era
384,1927,"Charles Lindbergh completes the first solo, nonstop transatlantic flight.",History,Modern Era
385,1927,"""The Jazz Singer"" is released, becoming the first feature-length motion picture with synchronized dialogue.",Culture,Modern Era
386,1927,Babe Ruth hits a record 60 home runs in a single baseball season.,Culture,Modern Era
387,1928,"Alexander Fleming discovers penicillin, a key breakthrough in medicine.",Science/Tech,Modern Era
388,1928,"The first Mickey Mouse cartoon, ""Steamboat Willie,"" is released by Walt Disney.",Culture,Modern Era
389,1928,Bubble gum is invented by Walter Diemer.,Culture,Modern Era
390,1929,"The Wall Street Crash occurs on ""Black Tuesday,"" triggering the Great Depression.",History,Modern Era
391,1929,The first Academy Awards ceremony is held in Hollywood.,Culture,Modern Era
392,1929,Edwin Hubble provides evidence that the universe is expanding.,Science/Tech,Modern Era
393,1930,The planet Pluto is discovered by astronomer Clyde Tombaugh at the Lowell Observatory.,Science/Tech,Modern Era
394,1930,The first FIFA World Cup is held in Uruguay.,Culture,Modern Era
395,1930,Sliced bread is first sold commercially by the Wonder Bread company.,Culture,Modern Era
396,1931,"The Empire State Building is completed in New York City, becoming the world's tallest building.",History,Modern Era
397,1931,"Japan invades Manchuria, an early act of aggression leading to WWII.",Politics/War,Modern Era
398,1932,Amelia Earhart becomes the first woman to fly solo across the Atlantic Ocean.,History,Modern Era
399,1932,The neutron is discovered by English physicist James Chadwick.,Science/Tech,Modern Era
400,1932,"The ""Bonus Army"" of WWI veterans marches on Washington, D.C., to demand payment.",Politics/War,Modern Era
401,1933,"Adolf Hitler is appointed Chancellor of Germany, leading to the rise of the Nazi Party.",Politics/War,Modern Era
402,1933,"U.S. President Franklin D. Roosevelt launches the ""New Deal"" to combat the Great Depression.",Politics/War,Modern Era
403,1933,Prohibition is repealed in the United States with the ratification of the 21st Amendment.,History,Modern Era
404,1934,"The ""Dust Bowl"" environmental disaster begins to devastate the American Great Plains.",History,Modern Era
405,1934,The first federal prisoners arrive at the Alcatraz island prison.,History,Modern Era
406,1934,"The first Masters Tournament for golf is held in Augusta, Georgia.",Culture,Modern Era
407,1935,"The Social Security Act is passed in the United States, creating a national social insurance program.",History,Modern Era
408,1935,The board game Monopoly is first sold by Parker Brothers.,Culture,Modern Era
409,1935,"Italy invades Ethiopia, demonstrating the ineffectiveness of the League of Nations.",Politics/War,Modern Era
410,1936,"The Spanish Civil War begins, serving as a prelude to World War II.",Politics/War,Modern Era
411,1936,"Jesse Owens wins four gold medals at the Summer Olympics in Berlin, Germany.",Culture,Modern Era
412,1936,The Hoover Dam is completed on the Colorado River.,Science/Tech,Modern Era
413,1937,"The German airship Hindenburg explodes and burns while landing in Lakehurst, New Jersey.",Culture,Modern Era
414,1937,The Golden Gate Bridge opens to traffic in San Francisco.,Science/Tech,Modern Era
415,1937,"J.R.R. Tolkien publishes his fantasy novel ""The Hobbit.""",Culture,Modern Era
416,1938,The first Superman comic is published in Action Comics #1.,Culture,Modern Era
417,1938,"Orson Welles' radio broadcast of ""The War of the Worlds"" causes a nationwide panic.",Culture,Modern Era
418,1938,"""Kristallnacht"" (Night of Broken Glass) occurs, a major pogrom against Jews throughout Nazi Germany.",Politics/War,Modern Era
419,1938,The first nylon-bristled toothbrush goes on sale.,Science/Tech,Modern Era
420,1939,World War II begins in Europe with Germany's invasion of Poland.,Politics/War,Modern Era
421,1939,"The classic film ""The Wizard of Oz"" is released in theaters.",Culture,Modern Era
422,1939,"Nuclear fission is discovered by Lise Meitner and Otto Frisch, opening the way for atomic energy.",Science/Tech,Modern Era
423,1939,"The New York World's Fair opens, showcasing ""The World of Tomorrow.""",Culture,Modern Era
424,1940,Winston Churchill becomes Prime Minister of the United Kingdom during WWII.,Politics/War,Modern Era
425,1940,"The Battle of Britain, a major air campaign, is fought between the Royal Air Force and the Luftwaffe.",Politics/War,Modern Era
426,1940,The first McDonald's restaurant is opened by Richard and Maurice McDonald in California.,History,Modern Era
427,1940,"Walt Disney's animated film ""Fantasia"" is released.",Culture,Modern Era
428,1941,"Japan launches a surprise attack on the U.S. naval base at Pearl Harbor, drawing the U.S. into WWII.",Politics/War,Modern Era
429,1941,"Orson Welles' film ""Citizen Kane"" is released, often cited as the greatest film ever made.",Culture,Modern Era
430,1941,Mount Rushmore National Memorial is completed in South Dakota.,Culture,Modern Era
431,1942,The Manhattan Project is secretly initiated to develop the first nuclear weapons.,Science/Tech,Modern Era
432,1942,The Battle of Midway serves as a crucial turning point in the Pacific Theater of WWII.,Politics/War,Modern Era
433,1942,"The film ""Casablanca"" premieres in New York City.",Culture,Modern Era
434,1943,"The first programmable electronic computer, Colossus, is developed by the British to break German codes.",Science/Tech,Modern Era
435,1943,"The Warsaw Ghetto Uprising occurs, the largest single revolt by Jews during WWII.",Politics/War,Modern Era
436,1943,"The Jefferson Memorial is dedicated in Washington, D.C.",History,Modern Era
437,1944,"Allied forces launch the D-Day invasion of Normandy, the largest seaborne invasion in history.",Politics/War,Modern Era
438,1944,"The G.I. Bill is signed into law in the U.S., providing benefits for returning WWII veterans.",History,Modern Era
439,1945,World War II ends in Europe on V-E Day (May 8).,Politics/War,Modern Era
440,1945,"The United States drops atomic bombs on the Japanese cities of Hiroshima and Nagasaki, leading to Japan's surrender.",Politics/War,Modern Era
441,1945,The United Nations is officially founded to promote international peace and cooperation.,Politics/War,Modern Era
442,1945,The microwave oven is patented by Percy Spencer.,Science/Tech,Modern Era
443,1946,"Winston Churchill delivers his ""Iron Curtain"" speech, signaling the start of the Cold War.",Politics/War,Modern Era
444,1946,The first images of Earth are captured from space by a V-2 rocket.,History,Modern Era
445,1946,The first Cannes Film Festival is held in France.,Culture,Modern Era
446,1946,The first bikini is introduced in Paris.,Culture,Modern Era
447,1947,Jackie Robinson breaks the color barrier in Major League Baseball.,Culture,Modern Era
448,1947,U.S. Air Force pilot Chuck Yeager becomes the first person to officially break the sound barrier.,Science/Tech,Modern Era
449,1947,"The transistor is invented at Bell Laboratories, a key component for modern electronics.",Science/Tech,Modern Era
450,1947,"The ""Dead Sea Scrolls"" are discovered in caves near the Dead Sea.",History,Modern Era
451,1948,The independent State of Israel is proclaimed.,Politics/War,Modern Era
452,1948,The Berlin Airlift begins after the Soviet Union blockades West Berlin.,Politics/War,Modern Era
453,1948,The World Health Organization (WHO) is established by the United Nations.,History,Modern Era
454,1948,"The first Polaroid Land Camera, which can produce a finished print in 60 seconds, is sold.",Science/Tech,Modern Era
455,1949,The North Atlantic Treaty Organization (NATO) is formed as a collective security alliance.,Politics/War,Modern Era
456,1949,"George Orwell's dystopian novel ""Nineteen Eighty-Four"" is published.",Culture,Modern Era
457,1949,The Soviet Union successfully tests its first atomic bomb.,Politics/War,Modern Era
458,1950,The Korean War begins when North Korea invades South Korea.,Politics/War,Modern Era
459,1950,"Senator Joseph McCarthy begins his anti-communist crusade, known as McCarthyism.",Politics/War,Modern Era
460,1950,"The first credit card, the Diners Club Card, is introduced.",History,Modern Era
461,1951,The first commercial color television broadcasts begin in the United States.,Culture,Modern Era
462,1951,"J.D. Salinger's novel ""The Catcher in the Rye"" is published.",Culture,Modern Era
463,1952,The United States successfully detonates the first hydrogen bomb.,Science/Tech,Modern Era
464,1952,Queen Elizabeth II ascends to the throne of the United Kingdom.,Politics/War,Modern Era
465,1953,The double helix structure of DNA is discovered by James Watson and Francis Crick.,Science/Tech,Modern Era
466,1953,Sir Edmund Hillary and Tenzing Norgay become the first people to reach the summit of Mount Everest.,History,Modern Era
467,1953,The Korean War ends with an armistice agreement.,Politics/War,Modern Era
468,1954,The U.S. Supreme Court's Brown v. Board of Education decision rules that racial segregation in public schools is unconstitutional.,History,Modern Era
469,1954,"The first nuclear-powered submarine, the USS Nautilus, is launched by the U.S. Navy.",Science/Tech,Modern Era
470,1954,The first issue of Sports Illustrated is published.,Culture,Modern Era
471,1955,The Warsaw Pact is formed as a military alliance of communist nations in Eastern Europe.,Politics/War,Modern Era
472,1955,The Montgomery Bus Boycott begins in Alabama after Rosa Parks refuses to give up her seat.,History,Modern Era
473,1955,Jonas Salk's polio vaccine is declared safe and effective for public use.,Science/Tech,Modern Era
474,1955,"The first Disneyland theme park opens in Anaheim, California.",Culture,Modern Era
475,1956,"Elvis Presley releases his first number-one hit single, ""Heartbreak Hotel.""",Culture,Modern Era
476,1956,The Suez Crisis erupts after Egypt nationalizes the Suez Canal.,Politics/War,Modern Era
477,1956,The Interstate Highway System is authorized in the United States.,History,Modern Era
478,1957,"The Soviet Union launches Sputnik 1, the world's first artificial satellite, into orbit.",History,Modern Era
479,1957,"The Treaty of Rome is signed, establishing the European Economic Community (EEC).",Politics/War,Modern Era
480,1957,"The ""Little Rock Nine"" integrate Central High School in Arkansas under federal protection.",History,Modern Era
481,1958,The National Aeronautics and Space Administration (NASA) is founded in the United States.,Science/Tech,Modern Era
482,1958,The first stereo LP records are sold to the public.,Culture,Modern Era
483,1958,"The first successful American satellite, Explorer 1, is launched.",History,Modern Era
484,1958,The LEGO brick with the modern stud-and-tube coupling system is patented.,Culture,Modern Era
485,1959,The Cuban Revolution concludes with Fidel Castro taking power.,Politics/War,Modern Era
486,1959,Alaska and Hawaii are admitted as the 49th and 50th U.S. states.,Politics/War,Modern Era
487,1959,The microchip (integrated circuit) is co-invented by Jack Kilby and Robert Noyce.,Science/Tech,Modern Era
488,1959,The Barbie doll is introduced by Mattel at the American International Toy Fair.,Culture,Modern Era
489,1960,"The first oral contraceptive, ""the pill,"" is approved for use in the United States.",History,Modern Era
490,1960,The first televised U.S. presidential debate is held between John F. Kennedy and Richard Nixon.,Politics/War,Modern Era
491,1960,The first working laser is demonstrated by Theodore Maiman.,Science/Tech,Modern Era
492,1961,Soviet cosmonaut Yuri Gagarin becomes the first human to travel into space.,History,Modern Era
493,1961,"The Berlin Wall is constructed, physically dividing East and West Berlin.",Politics/War,Modern Era
494,1961,"The Bay of Pigs invasion, a CIA-sponsored attempt to overthrow Fidel Castro, fails in Cuba.",Politics/War,Modern Era
495,1961,The Peace Corps is established by U.S. President John F. Kennedy.,History,Modern Era
496,1962,The Cuban Missile Crisis brings the United States and the Soviet Union to the brink of nuclear war.,Politics/War,Modern Era
497,1962,"Rachel Carson's book ""Silent Spring"" is published, galvanizing the modern environmental movement.",History,Modern Era
498,1962,John Glenn becomes the first American to orbit the Earth.,History,Modern Era
499,1962,"The first James Bond film, ""Dr. No,"" is released.",Culture,Modern Era
500,1962,"The first Walmart store is opened by Sam Walton in Rogers, Arkansas.",History,Modern Era
501,1963,"Martin Luther King Jr. delivers his famous ""I Have a Dream"" speech during the March on Washington.",History,Modern Era
502,1963,"U.S. President John F. Kennedy is assassinated in Dallas, Texas.",Politics/War,Modern Era
503,1963,"The first woman in space, Valentina Tereshkova, orbits the Earth.",History,Modern Era
504,1963,The audio cassette is invented by Philips.,Science/Tech,Modern Era
505,1964,"The Civil Rights Act is signed into law in the United States, outlawing major forms of discrimination.",History,Modern Era
506,1964,"The Beatles make their first appearance on ""The Ed Sullivan Show,"" launching the ""British Invasion"" in music.",Culture,Modern Era
507,1964,The Gulf of Tonkin Resolution authorizes U.S. President Lyndon B. Johnson to escalate military action in Vietnam.,Politics/War,Modern Era
508,1964,"The Ford Mustang is introduced, creating the ""pony car"" class of automobiles.",Culture,Modern Era
509,1965,The first American combat troops are deployed to South Vietnam.,Politics/War,Modern Era
510,1965,"The Voting Rights Act is signed into law, protecting the voting rights of African Americans.",History,Modern Era
511,1965,The first spacewalk is performed by Soviet cosmonaut Alexei Leonov.,History,Modern Era
512,1966,The Cultural Revolution is initiated by Mao Zedong in China.,Politics/War,Modern Era
513,1966,"The television series ""Star Trek"" premieres in the United States.",Culture,Modern Era
514,1966,The National Organization for Women (NOW) is founded in the U.S.,History,Modern Era
515,1967,The first successful human heart transplant is performed by Dr. Christiaan Barnard in South Africa.,Science/Tech,Modern Era
516,1967,The Six-Day War takes place between Israel and a coalition of Arab states.,Politics/War,Modern Era
517,1967,The first Super Bowl is played between the Green Bay Packers and the Kansas City Chiefs.,Culture,Modern Era
518,1967,The first automated teller machine (ATM) is installed in London.,Science/Tech,Modern Era
519,1968,"Civil rights leader Martin Luther King Jr. is assassinated in Memphis, Tennessee.",Politics/War,Modern Era
520,1968,U.S. Senator and presidential candidate Robert F. Kennedy is assassinated in Los Angeles.,Politics/War,Modern Era
521,1968,"The Tet Offensive is launched by North Vietnamese forces, shifting public opinion on the Vietnam War.",Politics/War,Modern Era
522,1969,Neil Armstrong becomes the first human to walk on the Moon during the Apollo 11 mission.,History,Modern Era
523,1969,"The Woodstock music festival is held in upstate New York, defining a generation.",Culture,Modern Era
524,1969,"The first message is sent over ARPANET, the forerunner of the modern Internet.",Science/Tech,Modern Era
525,1969,The Stonewall riots in New York City mark a major turning point for the gay rights movement.,History,Modern Era
526,1970,"The first Earth Day is celebrated, marking the birth of the modern environmental movement.",History,Modern Era
527,1970,Four students are killed by National Guardsmen during a protest at Kent State University.,Politics/War,Modern Era
528,1970,The Beatles officially announce their breakup.,Culture,Modern Era
529,1971,"The 26th Amendment to the U.S. Constitution is ratified, lowering the voting age to 18.",Politics/War,Modern Era
530,1971,"Intel releases the world's first commercial microprocessor, the Intel 4004.",Science/Tech,Modern Era
531,1971,"Greenpeace is founded in Vancouver, Canada.",History,Modern Era
532,1971,"The first Starbucks coffee shop opens in Seattle, Washington.",Culture,Modern Era
533,1972,"The Watergate break-in occurs at the Democratic National Committee headquarters in Washington, D.C.",Politics/War,Modern Era
534,1972,"The film ""The Godfather"" is released, becoming a cinematic landmark.",Culture,Modern Era
535,1972,"The first scientific hand-held calculator, the HP-35, is introduced.",Science/Tech,Modern Era
536,1972,"The video game ""Pong"" is released by Atari, marking the beginning of the arcade video game industry.",Culture,Modern Era
537,1973,The U.S. Supreme Court's Roe v. Wade decision affirms a woman's right to an abortion.,History,Modern Era
538,1973,The Yom Kippur War leads to an oil crisis as OPEC issues an embargo.,Politics/War,Modern Era
539,1973,The Sydney Opera House is officially opened in Australia.,Culture,Modern Era
540,1974,U.S. President Richard Nixon resigns from office due to the Watergate scandal.,Politics/War,Modern Era
541,1974,Hank Aaron breaks Babe Ruth's career home run record in baseball.,Culture,Modern Era
542,1975,The Vietnam War ends with the fall of Saigon to North Vietnamese forces.,Politics/War,Modern Era
543,1975,Microsoft is founded by Bill Gates and Paul Allen.,Science/Tech,Modern Era
544,1975,"The movie ""Jaws"" is released, creating the summer blockbuster genre.",Culture,Modern Era
545,1976,The Viking 1 spacecraft becomes the first to successfully land on Mars.,History,Modern Era
546,1976,Apple Computer Company is founded by Steve Jobs and Steve Wozniak.,Science/Tech,Modern Era
547,1977,"The movie ""Star Wars"" is released, revolutionizing the film industry with its special effects.",Culture,Modern Era
548,1977,"The Apple II, one of the first successful personal computers, goes on sale.",Science/Tech,Modern Era
549,1977,The Voyager 1 and 2 space probes are launched on a grand tour of the outer solar system.,History,Modern Era
550,1978,"The first ""test-tube baby,"" Louise Brown, is born in England through in vitro fertilization.",Science/Tech,Modern Era
551,1978,The Camp David Accords are signed between Israel and Egypt.,Politics/War,Modern Era
552,1978,"The video game ""Space Invaders"" is released, popularizing the shoot 'em up genre.",Culture,Modern Era
553,1979,A partial nuclear meltdown occurs at the Three Mile Island power plant in Pennsylvania.,Science/Tech,Modern Era
554,1979,The Iran hostage crisis begins as militants seize the U.S. embassy in Tehran.,Politics/War,Modern Era
555,1979,"The Sony Walkman is introduced, making personal, portable music widely available.",Culture,Modern Era
556,1979,"ESPN, the first all-sports television network, is launched.",Culture,Modern Era
557,1980,The Mount St. Helens volcano erupts in Washington state.,History,Modern Era
558,1980,"CNN (Cable News Network), the first 24-hour television news channel, is launched.",Culture,Modern Era
559,1980,The video game Pac-Man is released in Japan.,Culture,Modern Era
560,1981,"The first Space Shuttle, Columbia, is launched by NASA.",History,Modern Era
561,1981,"MTV (Music Television) is launched, revolutionizing the music industry with music videos.",Culture,Modern Era
562,1981,Sandra Day O'Connor is appointed as the first female Justice of the U.S. Supreme Court.,History,Modern Era
563,1981,The AIDS epidemic is first officially recognized by the CDC in the United States.,History,Modern Era
564,1982,The Falklands War is fought between the United Kingdom and Argentina.,Politics/War,Modern Era
565,1982,The first permanent artificial heart is successfully implanted in a human patient.,Science/Tech,Modern Era
566,1982,"Michael Jackson releases the album ""Thriller,"" which becomes the best-selling album of all time.",Culture,Modern Era
567,1982,"The first compact disc (CD) is sold in Japan, beginning the shift from analog to digital music.",Science/Tech,Modern Era
568,1983,The Internet is officially created when ARPANET transitions to the TCP/IP protocol.,Science/Tech,Modern Era
569,1983,Sally Ride becomes the first American woman to travel to space.,History,Modern Era
570,1983,The Global Positioning System (GPS) is made available for civilian use by the U.S. government.,Science/Tech,Modern Era
571,1984,"The Apple Macintosh computer is introduced, popularizing the graphical user interface.",Science/Tech,Modern Era
572,1984,"A chemical leak at a Union Carbide plant in Bhopal, India, causes a major industrial disaster.",History,Modern Era
573,1984,"The first TED (Technology, Entertainment, Design) conference is held.",Culture,Modern Era
574,1985,"Mikhail Gorbachev becomes the leader of the Soviet Union, initiating reforms like Glasnost and Perestroika.",Politics/War,Modern Era
575,1985,The Live Aid benefit concert is held simultaneously in London and Philadelphia to raise funds for famine relief.,Culture,Modern Era
576,1985,The wreck of the RMS Titanic is discovered on the ocean floor.,History,Modern Era
577,1985,"The Nintendo Entertainment System (NES) is released in North America, reviving the video game industry.",Culture,Modern Era
578,1986,"The Space Shuttle Challenger explodes shortly after liftoff, killing all seven astronauts aboard.",History,Modern Era
579,1986,"The Chernobyl nuclear power plant disaster occurs in the Ukrainian SSR, Soviet Union.",Science/Tech,Modern Era
580,1986,"The Iran-Contra affair, a political scandal involving secret arms sales, is revealed in the U.S.",Politics/War,Modern Era
581,1987,"The ""Black Monday"" stock market crash sees the Dow Jones Industrial Average fall by 22.6%.",History,Modern Era
582,1988,"The first transatlantic fiber-optic cable, TAT-8, begins operation.",Science/Tech,Modern Era
583,1989,"The Exxon Valdez oil tanker runs aground in Alaska, causing a massive environmental disaster.",History,Modern Era
584,1989,"Student-led pro-democracy protests in Tiananmen Square, Beijing, are violently suppressed by the Chinese government.",Politics/War,Modern Era
585,1989,"The Berlin Wall is opened, and citizens are allowed to cross freely, symbolizing the end of the Cold War.",Politics/War,Modern Era
586,1989,The World Wide Web is invented by Tim Berners-Lee at CERN.,Science/Tech,Modern Era
587,1990,The Hubble Space Telescope is launched into orbit aboard the Space Shuttle Discovery.,History,Modern Era
588,1990,East and West Germany are officially reunified into a single German state.,Politics/War,Modern Era
589,1990,"The Human Genome Project, an international effort to map all human genes, is formally launched.",Science/Tech,Modern Era
590,1990,The World Wide Web is first tested by Tim Berners-Lee at CERN.,Science/Tech,Modern Era
591,1991,"The Soviet Union is officially dissolved, ending the Cold War.",Politics/War,Modern Era
592,1991,The first Gulf War begins as a U.S.-led coalition moves to liberate Kuwait from Iraqi occupation.,Politics/War,Modern Era
593,1991,"The Linux kernel, an open-source operating system, is first released by Linus Torvalds.",Science/Tech,Modern Era
594,1992,The first exoplanets (planets outside our solar system) are confirmed to exist.,Science/Tech,Modern Era
595,1992,Riots erupt in Los Angeles following the acquittal of police officers in the Rodney King beating case.,History,Modern Era
596,1993,The World Wide Web is made available to the public for the first time.,Science/Tech,Modern Era
597,1993,The European Union (EU) is formally established by the Maastricht Treaty.,Politics/War,Modern Era
598,1993,"The film ""Jurassic Park"" is released, setting a new standard for computer-generated imagery.",Culture,Modern Era
599,1994,"Nelson Mandela is inaugurated as the first black president of South Africa, marking the end of apartheid.",Politics/War,Modern Era
600,1994,"The North American Free Trade Agreement (NAFTA) between the U.S., Canada, and Mexico goes into effect.",History,Modern Era
601,1994,"The Channel Tunnel (""Chunnel"") connecting the UK and France is officially opened.",Science/Tech,Modern Era
602,1994,The first PlayStation console is released by Sony in Japan.,Culture,Modern Era
603,1995,"A truck bomb destroys the Alfred P. Murrah Federal Building in Oklahoma City, killing 168 people.",Politics/War,Modern Era
604,1995,The Global Positioning System (GPS) becomes fully operational for worldwide use.,Science/Tech,Modern Era
605,1995,Microsoft releases the first of its Windows 9x family of consumer-oriented operating systems.,Science/Tech,Modern Era
606,1995,"The first ""Toy Story"" film is released, the first feature-length computer-animated film.",Culture,Modern Era
607,1996,"Dolly the sheep, the first mammal to be successfully cloned from an adult cell, is born in Scotland.",Science/Tech,Modern Era
608,1996,"The Taliban seize control of Kabul, Afghanistan, and establish a strict Islamic regime.",Politics/War,Modern Era
609,1997,NASA's Mars Pathfinder mission successfully lands the Sojourner rover on the surface of Mars.,History,Modern Era
610,1997,The United Kingdom hands over sovereignty of Hong Kong to the People's Republic of China.,Politics/War,Modern Era
611,1997,"The Kyoto Protocol is adopted, an international treaty aimed at reducing greenhouse gas emissions.",Politics/War,Modern Era
612,1997,"The first book in the ""Harry Potter"" series by J.K. Rowling is published in the UK.",Culture,Modern Era
613,1997,Netflix is founded as a DVD-by-mail rental service.,Culture,Modern Era
614,1998,"The Good Friday Agreement is signed, bringing an end to most of the violence of ""The Troubles"" in Northern Ireland.",Politics/War,Modern Era
615,1998,Construction of the International Space Station (ISS) begins in orbit with the launch of the Zarya module.,History,Modern Era
616,1998,Google Inc. is founded by Larry Page and Sergey Brin.,Science/Tech,Modern Era
617,1999,The Euro currency is introduced electronically in 11 European Union countries.,History,Modern Era
618,1999,The world's population is estimated to have reached six billion people.,History,Modern Era
619,1999,"The Columbine High School massacre occurs in Colorado, sparking a national debate on gun control.",History,Modern Era
620,2000,The first resident crew arrives at the International Space Station.,History,Modern Era
621,2001,Terrorists attack the World Trade Center in New York and the Pentagon in Virginia on September 11.,Politics/War,Modern Era
622,2001,The United States and its allies invade Afghanistan in response to the 9/11 attacks.,Politics/War,Modern Era
623,2001,"Apple releases the iPod, a portable media player that revolutionizes the music industry.",Culture,Modern Era
624,2001,"Wikipedia, a free, open-content online encyclopedia, is launched.",Science/Tech,Modern Era
625,2002,The Euro replaces national currencies as physical coins and banknotes in 12 European countries.,History,Modern Era
626,2002,The International Criminal Court (ICC) is established to prosecute international crimes.,Politics/War,Modern Era
